accession,pubmed_id,pmc_id,raw_file_count,organism,taxids,experiment_types,pub_license,Reannotated,Reannotation_QC,spectral_file_types
PXD014174,32141148.0,,15,Coprococcus sp. art55/1,751585,Shotgun proteomics,,False,False,GZ;RAW
PXD004588,28112162.0,PMC5256095,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,ZIP
PXD000033,25561503.0,PMC4349977,225,Arabidopsis thaliana (mouse-ear cress),3702,Bottom-up proteomics,NO-CC CODE,False,False,RAW
PXD001357,25429530.0,PMC4245811,41,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD001364,25957690.0,PMC4643853,440,Caenorhabditis elegans,6239,Shotgun proteomics,author_manuscript,False,False,RAW
PXD000035,23970489.0,,0,Listeria monocytogenes,1639,Bottom-up proteomics,,False,False,GZ;ZIP
PXD000030,23754495.0,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;YEP
PRD000828,,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ
PXD001370,25546256.0,PMC4465935,0,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,SCAN;WIFF
PRD000821,,,0,Mycobacterium smegmatis,1772,Bottom-up proteomics,,False,False,GZ
PXD000031,23103765.0,,13,Schizosaccharomyces pombe,4896,Bottom-up proteomics,,False,False,RAW
PXD000027,23172588.0,,0,Zea mays (maize),4577,Bottom-up proteomics,,False,False,GZ;ZIP
PXD000045,23823726.0,PMC4087036,0,Mycobacterium tuberculosis,1773,Bottom-up proteomics,author_manuscript,False,False,GZ;ZIP
PXD012008,30635574.0,PMC6329795,21,Trypanosoma brucei,5691,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW;ZIP
PXD001377,25751058.0,,288,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,,False,False,RAW
PXD002691,26739245.0,PMC4703981,1,Entamoeba histolytica hm-1:imss-a,885318,Shotgun proteomics,CC BY,False,False,RAW
PXD013354,,,2,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD012023,31213559.0,PMC6581861,2,Escherichia coli,562,Shotgun proteomics,CC BY,False,False,RAW
PXD001361,25429530.0,PMC4245811,33,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;RAW
PRD000820,20516557.0,,0,,,Bottom-up proteomics,,False,False,
PRD000826,,,0,Staphylococcus sp. 1,291146,Bottom-up proteomics,,False,False,GZ
PRD000822,20387871.0,,0,Drosophila melanogaster (fruit fly),7227,Bottom-up proteomics,,False,False,GZ
PXD002693,27477394.0,,9,Schizosaccharomyces pombe,4896,Shotgun proteomics,,False,False,MGF;MZML;RAW
PXD000036,23300121.0,PMC4352544,27,Homo sapiens (human),9606,Bottom-up proteomics,author_manuscript,False,False,MS2;RAW
PXD001362,25429530.0,PMC4245811,63,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD001359,25429530.0,PMC4245811,7,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD000026,23297349.0,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;PKX;RAR
PXD013339,31492860.0,PMC6731319,8,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,CC BY,False,False,MGF;RAW
PXD000046,23399551.0,,120,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,RAW
PXD014688,32062973.0,PMC7213666,237,Callinectes sapidus,6763,Top-down proteomics,author_manuscript,False,False,RAW
PXD013338,31213602.0,PMC6581911,208,Drosophila melanogaster (fruit fly); Homo sapiens (human),7227; 9606,Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics,CC BY,False,False,RAW
PXD012006,30980500.0,PMC7004412,6,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW;ZIP
PXD000029,25903579.0,,41,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;RAW
PXD001375,25308431.0,,0,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,MGF;MZML
PXD014667,32019800.0,PMC7002346,9,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD000044,,,78,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Bottom-up proteomics,,False,False,RAW
PXD001360,25429530.0,PMC4245811,27,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD002690,27542228.0,PMC5325365,137,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD013353,31130514.0,,30,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002692,27748755.0,PMC8557956,230,Medicago truncatula (barrel medic) (medicago tribuloides); Sinorhizobium meliloti (strain bl225c),3880; 698936,Shotgun proteomics,author_manuscript,False,False,RAW
PXD001378,25419962.0,,0,Escherichia coli,562,Shotgun proteomics,,False,False,GZ;MZXML
PRD000825,21036925.0,,0,Rattus norvegicus (rat),10116,Bottom-up proteomics,,False,False,GZ
PXD014680,31951383.0,PMC7075662,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,NO-CC CODE,False,False,ZIP
PXD000047,23403292.0,PMC7116645,11,Homo sapiens (human),9606,Bottom-up proteomics,author_manuscript,False,False,GZ;RAW
PXD012017,31015291.0,PMC6631321,18,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,RAW
PXD002694,26750110.0,PMC4824857,19,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PRD000833,,,0,Escherichia coli,562,Bottom-up proteomics,,False,False,GZ
PXD000041,23103765.0,,16,Schizosaccharomyces pombe 972h-,284812,Bottom-up proteomics,,False,False,GZ;MGF;RAW
PXD000028,,,0,Rattus norvegicus (rat),10116,Bottom-up proteomics,,False,False,ZIP
PXD001376,26845436.0,PMC4741518,6,Pseudomonas fluorescens (strain sbw25),216595,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD002688,26757066.0,PMC4712743,0,Escherichia coli,562,SWATH MS; Shotgun proteomics,author_manuscript,False,False,ZIP
PXD012007,31408619.0,PMC7194031,188,Homo sapiens (human),9606,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,RAW
PXD013357,31726584.0,,12,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,,False,False,MGF;RAW
PXD000043,23416132.0,,0,Drosophila (fruit flies),7215,Bottom-up proteomics,,False,False,GZ;MGF;YEP
PXD001373,25317949.0,,288,Pseudomonas aeruginosa pao1,208964,Shotgun proteomics,,False,False,RAW
PXD000042,,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,MZXML
PXD001371,26845436.0,PMC4741518,0,Pseudomonas fluorescens (strain sbw25),216595,Shotgun proteomics,CC BY,False,False,MGF;PKL;ZIP
PXD000038,24058457.0,PMC3776814,48,Sus scrofa domesticus (domestic pig),9825,Bottom-up proteomics,CC BY,False,False,MGF;RAW
PXD013341,31118249.0,,0,Mus musculus (mouse),10090,SWATH MS,,False,False,MZXML;SCAN;WIFF
PXD014673,,,149,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD001369,26731301.0,PMC4700839,48,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PRD000804,20924652.0,,0,Emiliania huxleyi,2903,Bottom-up proteomics,,False,False,
PXD000039,23234512.0,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;MGF;ZIP
PXD001368,30516470.0,PMC6281317,30,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,CC BY,False,False,GZ;RAW
PXD012013,30982958.0,,0,Pseudomonas putida kt2440,160488,Shotgun proteomics,,False,False,GZ;MGF;ZIP
PXD014675,31746214.0,PMC7010328,110,Homo sapiens (human),9606,Chemical cross-linking coupled with mass spectrometry proteomics,NO-CC CODE,False,False,MGF;RAW
PXD001372,25575281.0,,42,Rattus rattus (black rat),10117,Shotgun proteomics,,False,False,RAW
PXD000050,,,48,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;RAW
PXD013346,31502464.0,,51,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD012014,30576131.0,,20,Ensifer adhaerens,106592,Shotgun proteomics,,False,False,RAW
PXD001374,26278961.0,PMC4642524,30,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD012011,,,20,Ctenopharyngodon idella,7959,Shotgun proteomics,,False,False,MGF;RAW
PRD000803,17151018.0,,0,Thermoplasma acidophilum dsm 1728,273075,Bottom-up proteomics,,False,False,
PXD001381,25405705.0,,84,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD013369,0.0,,156,Chlamydomonas reinhardtii,3055,Shotgun proteomics,,False,False,GZ;MZXML;RAW
PXD012038,30807611.0,PMC6391000,0,Histomonas meleagridis,135588,SWATH MS,CC BY,False,False,SCAN;WIFF
PXD012039,31211768.0,PMC6581253,6,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD001389,25926025.0,PMC4838196,36,Magnaporthe oryzae (rice blast fungus) (pyricularia oryzae),318829,Shotgun proteomics,author_manuscript,False,False,RAW
PXD001387,,,48,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD000058,23170904.0,,30,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,RAW
PXD000052,23820730.0,,32,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,RAW
PXD000055,4127907.0,,25,Ostreococcus tauri,70448,Bottom-up proteomics,,False,False,GZ;RAW
PXD001386,26217812.0,PMC4510553,360,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD000051,24741115.0,,12,Trypanosoma brucei,5691,Bottom-up proteomics,,False,False,GZ;RAW
PXD000056,23212214.0,,200,Cyanophora paradoxa,2762,Bottom-up proteomics,,False,False,RAW
PXD000054,23665149.0,,64,Helicobacter pylori 26695,85962,Bottom-up proteomics,,False,False,GZ;RAW
PXD000053,24227553.0,,6,Lotus japonicus,34305,Bottom-up proteomics,,False,False,GZ;MGF;RAW
PXD000049,23485197.0,PMC3646404,138,Trypanosoma brucei,5691,Bottom-up proteomics,NO-CC CODE,False,False,RAW
PXD012040,31138678.0,PMC6633393,12,Mus musculus (mouse),10090,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD001383,25609649.0,PMC4332150,214,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,GZ;RAW
PXD001384,25957687.0,,0,Gallus gallus (chicken),9031,Shotgun proteomics; Gel-based experiment,,False,False,GZ;MGF;ZIP
PXD001385,25780947.0,,12,Escherichia coli; Homo sapiens (human),562; 9606,Shotgun proteomics,,False,False,RAW
PXD012046,30935261.0,,24,Homo sapiens (human),9606,Top-down proteomics,,False,False,GZ;MGF;RAW
PXD012045,30799487.0,PMC6486545,3,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,DTA;GZ;RAW
PXD000048,23172892.0,PMC3567860,6,Arabidopsis thaliana (mouse-ear cress),3702,Bottom-up proteomics,CC BY-NC,False,False,MZXML;RAW
PXD012047,31555049.0,PMC6753514,38,Aerococcus urinae nbrc 15544 = ccug 36881; Globicatella sanguinis; Escherichia coli,1216979; 13076; 562,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD001379,25419962.0,,0,Escherichia coli,562,Shotgun proteomics,,False,False,MZXML;WIFF
PXD013379,31461625.0,,6,Rattus norvegicus (rat),10116,Shotgun proteomics,,False,False,MGF;MZML;RAW
PRD000809,,,0,Ictalurid herpesvirus 1 (ichv-1) (channel catfish herpesvirus),10401,Bottom-up proteomics,,False,False,
PXD013373,31367038.0,PMC6774798,0,Saccharomyces cerevisiae (baker's yeast),4932,SWATH MS,NO-CC CODE,False,False,SCAN;WIFF
PXD012042,,,46,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PRD000808,19629045.0,PMC2722254,0,Trypanosoma brucei brucei,5702,Bottom-up proteomics,CC BY-NC-SA,False,False,GZ
PXD000061,23301498.0,PMC4946622,9,Homo sapiens (human),9606,Bottom-up proteomics,author_manuscript,False,False,MGF;RAW
PXD012043,31078528.0,PMC6657491,24,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PRD000813,20104621.0,,0,Bradyrhizobium japonicum; Bradyrhizobium japonicum usda 110,375; 224911,Bottom-up proteomics,,False,False,GZ
PXD012027,30520733.0,PMC6300353,60,Danio rerio (zebrafish) (brachydanio rerio),7955,Shotgun proteomics,CC BY,False,False,RAW
PRD000810,20525376.0,PMC2890538,0,Flavobacterium columnare,996,Bottom-up proteomics,CC BY,False,False,
PRD000807,19639592.0,,0,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,
PXD001399,25929842.0,,0,Vitis riparia (frost grape) (vitis vulpina); Vitis vinifera (grape),96939; 29760,Shotgun proteomics,,False,False,ZIP
PXD001390,25297486.0,,46,Homo sapiens (human),9606,Top-down proteomics,,False,False,GZ;MGF;RAW
PXD001397,25875855.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,CAL;T2D
PRD000815,,,0,Synechocystis sp. pcc 6803,1148,Bottom-up proteomics,,False,False,
PXD000063,27466366.0,,0,Mus musculus (mouse),10090,Bottom-up proteomics,,False,False,MZML
PXD000066,23153008.0,,36,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,RAW
PXD000065,24240322.0,,2592,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Bottom-up proteomics,,False,False,RAW
PXD000067,24023061.0,,80,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,RAW
PXD013366,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,ZIP
PXD014697,31951383.0,PMC7075662,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,NO-CC CODE,False,False,ZIP
PXD014693,31829525.0,,144,Vitis vinifera (grape),29760,Shotgun proteomics,,False,False,RAW
PXD014690,31768060.0,PMC6949130,0,Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human),4932; 9606,SWATH MS,NO-CC CODE,False,False,SCAN;WIFF
PRD000812,,,0,Rattus norvegicus (rat),10116,Bottom-up proteomics,,False,False,GZ
PXD001392,,,0,Homo sp. altai; Homo sapiens (human),741158; 9606,Shotgun proteomics,,False,False,ZIP
PXD013362,31649062.0,PMC6885698,14,Mus musculus (mouse),10090,Top-down proteomics,CC BY,False,False,GZ;MGF;RAW
PXD001398,25325876.0,,0,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,,False,False,ZIP
PXD012031,30940698.0,PMC6445932,37,Citrobacter rodentium; Mus musculus (mouse),67825; 10090,Shotgun proteomics,CC BY,False,False,RAW
PXD001393,26578544.0,PMC4758866,17,Mus musculus (mouse),10090,Shotgun proteomics,author_manuscript,False,False,RAW
PXD001396,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MTD;SCAN;WIFF
PXD014696,31951383.0,PMC7075662,0,Escherichia coli; Mus musculus (mouse); Arabidopsis thaliana (mouse-ear cress),562; 10090; 3702,Shotgun proteomics,NO-CC CODE,False,False,ZIP
PXD012037,30807611.0,PMC6391000,0,Histomonas meleagridis,135588,Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PRD000814,20007894.0,,0,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ
PXD014692,31784533.0,PMC6884545,36,Taeniopygia guttata (zebra finch) (poephila guttata),59729,Gel-based experiment,CC BY,False,False,RAW
PXD012034,31772271.0,PMC6879536,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,GZ;MGF;ZIP
PXD014699,31951383.0,PMC7075662,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,NO-CC CODE,False,False,ZIP
PXD013358,31289835.0,PMC6615979,0,Dasypogon diadema,468822,Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PXD000064,23432411.0,PMC4065613,0,Human immunodeficiency virus 1; Homo sapiens (human),11676; 9606,Bottom-up proteomics,author_manuscript,False,False,ZIP
PXD014698,31951383.0,PMC7075662,0,Arabidopsis thaliana (mouse-ear cress),3702,Shotgun proteomics,NO-CC CODE,False,False,ZIP
PXD013368,31913336.0,PMC6949240,216,Homo sapiens (human),9606,Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PXD001391,26351264.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MGF;ZIP
PXD000069,23734209.0,PMC3667177,39,Ophrys sphegodes (early spider orchid) (arachnites aranifera); Ophrys exaltata subsp. archipelagi (orchid) (ophrys arachnitiformis subsp. archipelagi); Ophrys garganica,145953; 884019; 145943,Bottom-up proteomics,CC BY,False,False,GZ;MGF;RAW
PXD014695,,,0,Saccharomyces cerevisiae (baker's yeast),4932,SRM/MRM,,False,False,MGF;SCAN;WIFF
PXD001395,26152824.0,,462,Staphylococcus aureus,1280,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD013367,,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,ZIP
PXD013363,31502464.0,,176,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PRD000806,18930411.0,,0,Trypanosoma brucei,5691,Bottom-up proteomics,,False,False,GZ
PXD000059,23349047.0,,16,Camelus dromedarius (dromedary) (arabian camel),9838,Bottom-up proteomics,,False,False,RAW
PXD000062,23082028.0,PMC3536893,0,Albimanus,44544,Bottom-up proteomics,CC BY-NC,False,False,ZIP
PXD014639,31636417.0,PMC6881184,32,Homo sapiens (human),9606,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD013304,,,0,Trypanosoma brucei,5691,Affinity purification coupled with mass spectrometry proteomics,,False,False,GZ;MGF;XML
PXD012033,30984226.0,PMC6449722,78,Beta vulgaris subsp. vulgaris,3555,Shotgun proteomics,CC BY,False,False,RAW
PXD001394,25578876.0,,215,Drosophila melanogaster (fruit fly),7227,SRM/MRM,,False,False,RAW
PXD013309,31175280.0,PMC6555833,3,Homo sapiens (human),9606,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,MGF;RAW
PXD013307,,,21,Bacillus subtilis subsp. subtilis str. ncib 3610,535026,Shotgun proteomics,,False,False,RAW
PXD013305,31261866.0,PMC6651200,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,BAF
PXD003981,27456748.0,,12,Mus musculus (mouse),10090,Shotgun proteomics,,False,False,RAW
PXD014636,31434902.0,PMC6704089,18,Arabidopsis thaliana (mouse-ear cress),3702,Affinity purification coupled with mass spectrometry proteomics,CC BY,False,False,RAW
PRD000817,19492308.0,,0,Dentex dentex (common dentex),94951,Bottom-up proteomics,,False,False,GZ
PXD003983,27595565.0,PMC5012860,4,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD003980,27399916.0,PMC5779628,74,Cavia porcellus (guinea pig),10141,Shotgun proteomics,author_manuscript,False,False,MGF;RAW
PRD000818,20332082.0,,0,Rattus norvegicus (rat),10116,Bottom-up proteomics,,False,False,GZ
PXD001323,25238572.0,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD002646,28509920.0,,66,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002652,26383154.0,PMC4595640,48,Lingula anatina,7574,Gel-based experiment,CC BY,False,False,GZ;PKL;RAW
PXD002648,26896796.0,,40,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD013306,31555604.0,PMC6723115,23,Toxoplasma gondii; Mus musculus (mouse),5811; 10090,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD003975,28637836.0,,48,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002644,26639305.0,,0,Mus musculus (mouse),10090,Gel-based experiment,,False,False,GZ;ZIP
PXD002649,26555054.0,PMC4643311,48,Homo sapiens (human); Mus musculus (mouse),9606; 10090,Shotgun proteomics,CC BY,False,False,RAW
PXD003976,26216989.0,,16,Synechococcus sp. (strain wh8102),84588,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD003978,27762666.0,,50,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002650,26560068.0,,47,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD002645,26884507.0,,72,Homo sapiens (human),9606,Shotgun proteomics; Gel-based experiment,,False,False,MGF;RAW;ZIP
PXD003977,28164708.0,PMC5363888,120,Homo sapiens (human),9606,Shotgun proteomics,NO-CC CODE,False,False,MGF;RAW
PXD013311,31137727.0,PMC6562406,48,Homo sapiens (human),9606,Top-down proteomics,CC BY,False,False,RAW
PXD001319,,,15,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD013310,31444903.0,,48,Macaca fascicularis (crab-eating macaque) (cynomolgus monkey),9541,Shotgun proteomics,,False,False,RAW
PXD014643,31883964.0,,24,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD015955,,,14,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD014640,31636417.0,PMC6881184,16,Homo sapiens (human),9606,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD014629,31801345.0,PMC7077757,41,Homo sapiens (human),9606,Shotgun proteomics,author_manuscript,False,False,RAW
PXD014644,,,28,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD014624,31495694.0,,72,Rattus norvegicus (rat),10116,Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD000001,23692960.0,,1,Erwinia carotovora,554,Bottom-up proteomics,,False,False,GZ;MZXML;RAW
PXD015957,32060274.0,PMC7021791,30,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD015974,31699901.0,,106,Escherichia coli,562,Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics,,False,False,RAW
PXD002661,26260330.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,MZML
PXD001333,25827581.0,PMC4423237,42,Homo sapiens (human),9606,Shotgun proteomics,NO-CC CODE,False,False,RAW
PXD001328,25238572.0,,16,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD002662,26276045.0,,0,Homo sapiens (human),9606,Gel-based experiment,,False,False,ZIP
PXD001331,25503511.0,PMC4263474,0,Crithidia fasciculata,5656,Gel-based experiment,CC BY,False,False,GZ;ZIP
PXD014625,32078678.0,PMC7201919,15,Mus musculus (mouse),10090,Shotgun proteomics,CC BY-NC-SA,False,False,RAW
PXD001334,26077900.0,,12,Saccharomyces cerevisiae (baker's yeast),4932,Shotgun proteomics,,False,False,RAW
PXD002660,26861288.0,PMC4783884,0,Stichopus japonicus (sea cucumber),307972,Shotgun proteomics,CC BY,False,False,SCAN;WIFF
PXD001325,25238572.0,,48,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD002657,26951071.0,PMC4782372,44,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD001330,25764339.0,,144,Cercopithecidae (old world monkeys),9527,Shotgun proteomics,,False,False,RAW
PXD002665,26745281.0,PMC4706443,72,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD002658,26453637.0,,56,Homo sapiens (human); Mus musculus (mouse),9606; 10090,MSE,,False,False,GZ;MGF;RAW
PXD002659,28248256.0,PMC5372226,0,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,ZIP
PXD001324,25238572.0,,48,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD001327,25238572.0,,8,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD001326,25238572.0,,48,Homo sapiens (human),9606,Shotgun proteomics,,False,False,GZ;MGF;RAW
PXD002655,26986205.0,PMC4720416,12,Pseudomonas putida (strain bird-1),931281,Shotgun proteomics,CC BY,False,False,GZ;MGF;RAW
PXD013300,0.0,,165,Triticum aestivum (wheat),4565,Shotgun proteomics,,False,False,MZXML;RAW
PXD002656,26450613.0,,11,Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human),4932; 9606,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,MZML;RAW
PRD000846,25825134.0,PMC4772669,0,Mus musculus (mouse),10090,Bottom-up proteomics,author_manuscript,False,False,GZ
PXD015963,31870452.0,PMC6927192,60,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,MGF;RAW
PXD015960,32130108.0,PMC7056269,0,Mus musculus (mouse),10090,HDMSE; MSE,CC BY,False,False,ZIP
PXD015964,32010092.0,PMC6978723,2,Lactobacillus suebicus,152335,Shotgun proteomics,CC BY,False,False,MGF;MZXML;RAW
PXD014631,31548608.0,PMC7339746,5,Mus musculus (mouse),10090,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,RAW
PXD015987,31859485.0,,45,Homo sapiens (human),9606,Shotgun proteomics,,False,False,RAW
PXD013328,31515267.0,PMC6827304,28,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD000012,22905912.0,,79,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,GZ;MGF;RAW
PXD001344,26586425.0,PMC4967551,11,Pseudomonas syringae; Arabidopsis thaliana (mouse-ear cress),317; 3702,Gel-based experiment,CC BY-NC-ND,False,False,GZ;MGF;RAW
PRD000847,25111155.0,PMC4128672,0,Rattus norvegicus (rat); Ovis aries,10116; 9940,Bottom-up proteomics,CC BY,False,False,GZ
PXD013325,30962391.0,,3,Arabidopsis thaliana (mouse-ear cress),3702,Gel-based experiment,,False,False,RAW
PXD001343,25603280.0,,0,Heloderma suspectum suspectum (reticulate gila monster),709964,Gel-based experiment,,False,False,MGF;MZXML;SCAN;WIFF
PXD001340,25372051.0,PMC4579097,1,Rattus norvegicus (rat),10116,Shotgun proteomics,author_manuscript,False,False,GZ;MGF;RAW
PXD002673,0.0,,0,Homo sapiens (human),9606,Shotgun proteomics,,False,False,BAF;GZ;MGF
PXD014657,31492911.0,PMC6731306,15,Canis familiaris (dog) (canis lupus familiaris),9615,Shotgun proteomics,CC BY,False,False,RAW
PXD001342,25329596.0,PMC4203832,8,Mus musculus (mouse),10090,Shotgun proteomics,CC BY,False,False,RAW
PXD001345,25915650.0,PMC4411035,24,Enterococcus faecalis (streptococcus faecalis),1351,Shotgun proteomics,CC BY,False,False,RAW
PXD014658,31638822.0,,10,Homo sapiens (human),9606,Top-down proteomics,,False,False,RAW
PXD015989,31690623.0,,40,Bos taurus (bovine),9913,Chemical cross-linking coupled with mass spectrometry proteomics,,False,False,RAW
PXD013326,31920087.0,,24,Escherichia coli,562,Shotgun proteomics,,False,False,MZML;RAW
PXD000014,22915824.0,,18,Homo sapiens (human),9606,Bottom-up proteomics,,False,False,RAW
PXD002670,26350902.0,PMC4642709,12,Drosophila melanogaster (fruit fly),7227,Affinity purification coupled with mass spectrometry proteomics,author_manuscript,False,False,RAW
PXD002672,28785034.0,PMC5547130,97,Homo sapiens (human),9606,Shotgun proteomics,CC BY,False,False,RAW
PXD000008,22997008.0,PMC3569869,0,Candida albicans sc5314,237561,Bottom-up proteomics,CC BY,False,False,GZ;PKL;ZIP
