pxd	has_sdrf	raw_count	proteome_context	material_type_match	has_crosslinker	model_organism	scale_ok	taxids	passes
PXD031519	True	22	False	False	True	True	True	2193;10116;243232	False
PXD031601	True	18	True	False	False	True	True	7227;10116	False
PXD031643	True	40	False	False	True	True	True	10090;10116	False
PXD031644	True	20	False	False	True	True	True	9606;10116	False
PXD031827	True	4	False	False	True	True	False	9606;10116	False
PXD031845	True	4	True	False	False	True	False	9606;10090	False
PXD031911	True	107	True	False	True	True	True	9606;10358;10359	True
PXD031997	True	2	True	False	True	True	False	9606	False
PXD032132	True	178	False	False	True	True	True	9606;10090	False
PXD032222	True	90	False	False	True	True	True	9913;10090;10116	False
PXD032297	True	31	True	False	False	True	True	9606	False
PXD032728	True	19	True	False	False	True	True	9606;10090	False
PXD032821	True	1	True	False	True	True	False	562;7227;10090	False
PXD032833	True	12	True	False	False	True	True	9606;10116	False
PXD032906	True	4	False	False	False	True	False	3702	False
PXD032952	True	24	False	False	False	True	True	9606	False
PXD032976	True	16	True	False	False	True	True	9606;10116	False
PXD033004	True	8	True	False	False	True	False	9606;10116	False
PXD033008	True	12	True	False	False	True	True	9606;10116	False
PXD033026	True	0	True	False	False	True	False	9606	False
PXD033043	True	0	True	False	False	True	False	9606	False
PXD033044	True	0	True	False	False	True	False	9606	False
PXD033062	True	0	True	False	False	True	False	9606	False
PXD033063	True	0	True	False	False	True	False	9606	False
PXD033066	True	0	True	False	False	True	False	9606	False
PXD033067	True	142	False	False	False	True	True	9606;10090;10116	False
PXD033107	True	0	True	False	False	True	False	9606	False
PXD033167	True	30	False	False	True	True	True	9606;9825	False
PXD033175	True	2	False	False	True	True	False	7227;10116	False
PXD033181	True	5	True	False	True	True	False	9606	False
PXD033205	True	0	False	False	False	True	False	9606	False
PXD033244	True	2	False	False	False	True	False	9606;10090	False
PXD033391	True	26	True	False	False	True	True	9606	False
PXD033409	True	16	False	False	True	True	True	9606;10116	False
PXD033446	True	19	False	False	True	True	True	4932	False
PXD033452	True	273	True	False	False	True	True	9606	False
PXD033466	True	27	True	False	True	True	True	9606	True
PXD033593	True	5	True	False	True	True	False	9606;10116	False
PXD033633	True	4	False	False	True	True	False	9606	False
PXD033764	True	74	True	False	False	True	True	9606	False
PXD033846	True	48	True	False	False	True	True	9606	False
PXD033959	True	27	False	False	True	True	True	9606	False
PXD033960	True	1	True	False	True	True	False	9606	False
PXD034054	True	2	False	False	False	True	False	7227;10116	False
PXD034115	True	5	True	False	False	True	False	9606	False
PXD034118	True	140	True	False	False	True	True	9606;10090	False
PXD034163	True	22	False	False	True	True	True	9606;10116	False
PXD034217	True	8	True	False	False	False	False	5147	False
PXD034241	True	18	False	False	False	True	True	3702;10090	False
PXD034393	True	2	True	False	True	True	False	7227;9606	False
PXD034475	True	4	False	False	True	False	False	926571	False
PXD034529	True	7	True	False	False	True	False	9825;10116	False
PXD034627	True	12	True	False	False	True	True	9606	False
PXD034639	True	12	True	False	False	True	True	6239;10116	False
PXD034796	True	499	False	False	True	False	True	3847	False
PXD034874	True	39	True	False	False	True	True	9606	False
PXD034894	True	2	False	False	False	True	False	9606	False
PXD034965	True	12	True	False	False	True	True	9606;10116	False
PXD035001	True	6	True	False	False	True	False	9606	False
PXD035151	True	8	True	False	False	True	False	9606	False
PXD035153	True	8	True	False	False	True	False	4932	False
PXD035201	True	52	True	False	False	True	True	9606;10116	False
PXD035265	True	10	False	False	False	True	False	9606	False
PXD035404	True	10	False	False	False	True	False	9606;10116	False
PXD035433	True	106	True	False	False	True	True	9606	False
PXD035452	True	9	True	False	False	True	False	9606;10090	False
PXD035589	True	22	True	False	True	True	True	9606	True
PXD035591	True	0	False	False	False	True	False	9606	False
PXD035622	True	24	False	False	False	True	True	10090;10116	False
PXD035712	True	24	False	False	False	True	True	10090;10116	False
PXD035764	True	50	True	False	True	True	True	9606	True
PXD035801	True	12	True	False	False	True	True	9606	False
PXD035813	True	12	True	False	False	True	True	9606	False
PXD035844	True	401	True	False	True	True	True	9606	True
PXD035916	True	0	False	False	False	True	False	10090	False
PXD035939	True	0	True	False	False	True	False	4932	False
PXD035980	True	2	False	False	True	True	False	9606;10116	False
PXD036113	True	12	True	False	False	False	True	1148	False
PXD036182	True	15	True	False	False	True	True	7227;10116	False
PXD036262	True	13	False	False	False	True	True	9606	False
PXD036463	True	0	True	False	False	True	False	9606	False
PXD036630	True	36	True	False	False	True	True	9606	False
PXD036640	True	158	True	False	True	True	True	9606;10116	True
PXD036649	True	48	False	False	False	True	True	9913;10116	False
PXD036675	True	4	True	False	False	True	False	9606	False
PXD036744	True	63	True	False	False	True	True	10090;10116	False
PXD036884	True	108	True	False	True	True	True	562;10116	True
PXD037030	True	0	False	False	False	False	False	562	False
PXD037183	True	11	False	False	False	False	True	562	False
PXD037432	True	12	True	False	False	True	True	10090;10116	False
PXD037438	True	12	False	False	False	True	True	10116;2697049	False
PXD037443	True	36	True	False	True	True	True	9606;10116	True
PXD037492	True	6	False	False	True	True	False	4932;9913	False
PXD037493	True	2	False	False	True	True	False	9606;10116	False
PXD037569	True	84	True	False	False	True	True	9606	False
PXD037652	True	43	True	False	True	True	True	562;4932;10116	True
PXD037678	True	28	True	False	False	True	True	9606;10116	False
PXD037701	True	19	False	False	False	True	True	3702	False
PXD037703	True	2	False	False	False	True	False	9606	False
PXD037729	True	4	False	False	True	True	False	9606;10116	False
PXD037894	True	16	True	False	True	True	True	9606;10116	True
PXD038018	True	219	True	False	False	True	True	9606;10090	False
PXD038067	True	1	False	False	False	True	False	9606	False
PXD038234	True	22	False	False	True	True	True	9031;10090;10116	False
PXD038286	True	2	True	False	False	True	False	9606	False
PXD038327	True	8	True	False	False	True	False	9606	False
PXD038332	True	117	False	False	False	True	True	9606	False
PXD038398	True	11	True	False	True	True	True	9606	True
PXD038487	True	48	True	False	False	True	True	9606	False
PXD038515	True	0	True	False	False	False	False	3055	False
PXD038572	True	20	True	False	False	True	True	9606	False
PXD038583	True	24	True	False	True	True	True	9606;10116	True
PXD038615	True	6	False	False	False	True	False	9606	False
PXD038629	True	12	False	False	True	True	True	9606;10116	False
PXD038640	True	8	False	False	True	True	False	9913;10116	False
PXD038658	True	22	True	False	False	True	True	9606	False
PXD039008	True	6	False	False	False	True	False	9606	False
PXD039010	True	6	False	False	False	True	False	9606	False
PXD039068	True	0	True	False	False	True	False	4932	False
PXD039125	True	0	True	False	False	True	False	5843;9606	False
PXD039289	True	12	False	False	True	False	True	345073	False
PXD039401	True	4	True	False	False	True	False	9606	False
PXD039467	True	22	True	False	False	True	True	9606	False
PXD039473	True	20	False	False	False	True	True	9606;10116	False
PXD039589	True	3	False	False	True	True	False	9606;10116	False
PXD039606	True	58	True	False	True	True	True	9606	True
PXD039612	True	18	True	False	True	True	True	10116	True
PXD039626	True	78	True	False	False	True	True	9606;10090	False
PXD039694	True	8	True	False	False	True	False	9606	False
PXD039717	True	55	False	False	False	True	True	4932	False
PXD039754	True	10	False	False	True	True	False	9606;9913;10116	False
PXD039780	True	2	True	False	False	True	False	9606	False
PXD039864	True	8	True	False	False	True	False	9606	False
PXD039939	True	1	False	False	True	True	False	9606	False
PXD039983	True	6	True	False	False	False	False	507601	False
PXD039985	True	4	True	False	False	False	False	507601	False
PXD039986	True	4	True	False	False	False	False	507601	False
PXD040000	True	24	True	False	True	True	True	9606	True
PXD040144	True	3	False	False	True	True	False	9606	False
PXD040156	True	13	False	False	True	True	True	9606;10116	False
PXD040262	True	22	False	False	False	True	True	9606	False
PXD040267	True	46	True	False	True	True	True	562;9606	True
PXD040310	True	28	False	False	False	True	True	9606;10090	False
PXD040337	True	26	False	False	False	True	True	10090;10116	False
PXD040374	True	120	False	False	True	True	True	9913;10116	False
PXD040392	True	4	False	False	False	True	False	10090;10116	False
PXD040412	True	30	False	False	True	True	True	7227;10116	False
PXD040452	True	18	True	False	False	True	True	9606	False
PXD040547	True	2	False	False	False	True	False	9606;10116	False
PXD040562	True	47	True	False	False	True	True	9606;10116	False
PXD040690	True	15	True	False	False	True	True	3702	False
PXD040705	True	38	False	False	True	True	True	4932	False
PXD040736	True	28	True	False	True	True	True	4932	True
PXD040762	True	91	True	False	False	True	True	9606	False
PXD040864	True	16	False	False	False	True	True	10090;10116	False
PXD040875	True	21	True	False	True	True	True	4932	True
PXD040902	True	6	False	False	True	True	False	10116;11696	False
PXD040939	True	12	False	False	False	False	True	4577	False
PXD040984	True	17	True	False	True	True	True	9606	True
PXD040991	True	10	False	False	False	True	False	10090;10116	False
PXD041011	True	18	True	False	True	True	True	9606;10116	True
PXD041019	True	4	False	False	False	True	False	9606;10090	False
PXD041135	True	2	False	False	True	True	False	10090;10116	False
PXD041148	True	0	True	False	False	False	False	562	False
PXD041309	True	92	True	False	False	True	True	9606;10090;10116	False
PXD041328	True	75	True	False	False	True	True	9606;10090;10116	False
PXD041378	True	15	True	False	False	True	True	10090;10116	False
PXD041438	True	34	True	False	True	True	True	9606;10116	True
PXD041519	True	1	False	False	True	True	False	9606	False
PXD041610	True	21	False	False	False	True	True	3702	False
PXD041684	True	9	True	False	False	False	False	998086	False
PXD041831	True	19	True	False	True	True	True	9606	True
PXD041908	True	18	True	False	False	True	True	4932	False
PXD041943	True	9	False	False	False	True	False	9606	False
PXD041955	True	4	False	False	True	True	False	562;10116	False
PXD042123	True	12	True	False	False	True	True	9606	False
PXD042173	True	178	True	False	True	True	True	562;9606;10116	True
PXD042282	True	6	True	False	True	True	False	10116;294381	False
PXD042301	True	31	False	False	False	True	True	10090;10116	False
PXD042302	True	31	True	False	False	True	True	10090;10116	False
PXD042343	True	10	True	False	False	True	False	9606	False
PXD042395	True	24	True	False	True	True	True	9606	True
PXD042501	True	0	False	False	False	True	False	562;9606	False
PXD042549	True	0	False	False	False	False	False	562	False
PXD042584	True	1	False	False	True	True	False	7108;9606;10116	False
PXD042599	True	193	False	False	True	True	True	4932;9606;10116	False
PXD042625	True	0	False	False	False	True	False	9606	False
PXD042657	True	0	True	False	False	True	False	9606	False
PXD042673	True	6	False	False	False	True	False	9606	False
PXD042674	True	13	False	False	False	True	True	9606	False
PXD042687	True	9	True	False	False	True	False	9606	False
PXD042691	True	9	False	False	False	True	False	9606	False
PXD042693	True	6	False	False	False	True	False	9606	False
PXD042694	True	9	False	False	False	True	False	9606	False
PXD042697	True	15	True	False	False	True	True	9606	False
PXD042698	True	0	False	False	False	True	False	9606	False
PXD042700	True	0	False	False	False	True	False	9606	False
PXD042702	True	0	False	False	False	True	False	9606	False
PXD042706	True	12	False	False	False	True	True	9606	False
PXD042830	True	4	True	False	False	True	False	9606;10116	False
PXD043041	True	4	True	False	False	True	False	3702;10116	False
PXD043088	True	18	True	False	False	True	True	562;5476;10090;10116	False
PXD043093	True	21	False	False	False	True	True	4932	False
PXD043245	True	6	True	False	False	True	False	9606	False
PXD043294	True	21	True	False	False	True	True	9606	False
PXD043347	True	15	False	False	True	True	True	562;9606;10116	False
PXD043531	True	22	True	False	True	True	True	9606;10116	True
PXD043532	True	18	False	False	True	True	True	9606	False
PXD043595	True	77	False	False	False	True	True	9913;10116	False
PXD043732	True	42	True	False	False	True	True	9606	False
PXD043789	True	12	True	False	False	True	True	9606	False
PXD043805	True	30	False	False	False	True	True	10090;10116	False
PXD043900	True	4	False	False	True	False	False	1423	False
PXD043976	True	88	False	False	True	True	True	9606	False
PXD044285	True	0	False	False	False	True	False	9606	False
PXD044289	True	9	False	False	False	True	False	9606	False
PXD044328	True	32	False	False	True	True	True	9606	False
PXD044405	True	220	False	False	True	True	True	9606	False
PXD044574	True	12	False	False	False	True	True	10090;10116	False
PXD044625	True	178	True	False	True	True	True	9606	True
PXD044750	True	1	False	False	True	True	False	10116	False
PXD044827	True	6	True	False	True	True	False	8355;10116	False
PXD044921	True	10	True	False	False	True	False	9606	False
PXD044974	True	120	False	False	False	True	True	9606	False
PXD045071	True	3	True	False	True	True	False	9606;10116	False
PXD045081	True	25	True	False	False	True	True	6239;10116	False
PXD045105	True	8	False	False	False	True	False	9606;10116	False
PXD045482	True	99	True	False	False	True	True	9606	False
PXD045575	True	3	False	False	True	False	False	3728	False
PXD045689	True	60	True	False	True	True	True	9606	True
PXD045791	True	22	True	False	True	True	True	9606;10090;10116	True
PXD045792	True	8	True	False	True	True	False	2;9606;10116;604162	False
PXD045837	True	0	True	False	False	True	False	9606	False
PXD045846	True	9	True	False	False	True	False	10090;10116	False
PXD045858	True	8	False	False	True	True	False	9606	False
PXD045861	True	45	True	False	False	True	True	9606;10090	False
PXD045987	True	23	True	False	True	True	True	5691;10116	True
PXD046267	True	76	False	False	False	True	True	9606;2697049	False
PXD046382	True	42	False	False	True	True	True	9606;10116	False
PXD046385	True	6	False	False	False	True	False	10116	False
PXD046392	True	5	True	False	True	True	False	562;10116	False
PXD046412	True	20	True	False	False	True	True	9606	False
PXD046413	True	10	True	False	False	True	False	9606	False
PXD046414	True	10	True	False	False	True	False	9606	False
PXD046472	True	7	True	False	False	True	False	9606	False
PXD046634	True	12	False	False	True	True	True	1097;10116	False
PXD046652	True	17	False	False	False	True	True	9606	False
PXD046754	True	16	False	False	False	True	True	10090;10116	False
PXD046895	True	4	True	False	True	True	False	4932	False
PXD046966	True	8	False	False	True	True	False	9606	False
PXD046990	True	3	True	False	True	True	False	9606	False
PXD047023	True	0	True	False	False	False	False	4896;881122	False
PXD047030	True	0	True	False	False	True	False	10090	False
PXD047173	True	8	False	False	True	True	False	4932	False
PXD047274	True	61	True	False	False	False	True	1280	False
PXD047277	True	12	True	False	False	True	True	9606	False
PXD047368	True	8	False	False	True	False	False	83332	False
PXD047378	True	0	True	False	False	True	False	9606	False
PXD047422	True	205	True	False	True	True	True	9606;10298	True
PXD047455	True	0	True	False	False	True	False	9606	False
PXD047543	True	12	True	False	False	True	True	3702	False
PXD047547	True	2	True	False	False	True	False	9606	False
PXD047569	True	87	True	False	False	True	True	10090;10116	False
PXD047583	True	6	False	False	False	True	False	9606	False
PXD047725	True	36	True	False	False	True	True	9606	False
PXD047929	True	12	False	False	True	True	True	9606;10116	False
PXD047979	True	60	True	False	False	True	True	9606	False
PXD048030	True	20	True	False	False	True	True	10090;10116	False
PXD048046	True	27	True	False	False	True	True	9606	False
PXD048097	True	6	False	False	False	True	False	10090;10116	False
PXD048145	True	0	True	False	False	False	False	562	False
PXD048174	True	14	False	False	False	True	True	9606	False
PXD048180	True	11	False	False	False	True	True	9606	False
PXD048194	True	8	True	False	True	True	False	4932	False
PXD048297	True	6	False	False	True	True	False	9606	False
PXD048298	True	12	True	False	True	True	True	9606	True
PXD048452	True	54	False	False	True	True	True	9913;10116	False
PXD048567	True	105	False	False	False	True	True	9606	False
PXD048614	True	3	False	False	False	True	False	10090;10116	False
PXD048625	True	2	False	False	True	True	False	9606;10116	False
PXD048632	True	64	True	False	False	True	True	6239;9606;10116	False
PXD048897	True	8	False	False	False	True	False	9606;10031	False
PXD048937	True	6	True	False	False	True	False	9606	False
PXD048965	True	1	True	False	False	True	False	9606	False
PXD049047	True	9	True	False	True	True	False	9606	False
PXD049054	True	244	True	False	False	True	True	10090;10116	False
PXD049094	True	3	False	False	True	True	False	9606;10116	False
PXD049182	True	12	False	False	False	True	True	9606;11102	False
PXD049300	True	1	False	False	True	True	False	9913;10090;10116	False
PXD049303	True	8	True	False	False	True	False	3702	False
PXD049360	True	30	True	False	False	True	True	7227;10116	False
PXD049372	True	24	True	False	False	True	True	7227;10116	False
PXD049375	True	40	True	False	False	True	True	7227;10116	False
PXD049433	True	58	True	False	False	True	True	9606;10090	False
PXD049681	True	16	True	False	False	True	True	9606	False
PXD049684	True	57	True	False	False	True	True	9606	False
PXD049689	True	30	True	False	False	True	True	9606	False
PXD049797	True	96	True	False	True	True	True	9606;1080311	True
PXD049991	True	0	True	False	False	True	False	9606	False
PXD050097	True	10	False	False	True	False	False	8355	False
PXD050222	True	40	True	False	False	True	True	9606;10090	False
PXD050287	True	21	True	False	False	True	True	3702	False
PXD050493	True	33	False	False	False	True	True	562;9606	False
PXD050556	True	0	True	False	False	True	False	9606	False
PXD050824	True	8	True	False	False	True	False	9606	False
PXD050833	True	60	False	False	False	True	True	9606	False
PXD050928	True	0	False	False	False	True	False	4932	False
PXD050929	True	0	False	False	False	True	False	4932	False
PXD050930	True	0	True	False	False	True	False	4932	False
PXD050960	True	0	True	False	False	True	False	9606	False
PXD051014	True	83	True	False	True	True	True	9606	True
PXD051047	True	21	True	False	False	True	True	4932	False
PXD051075	True	226	True	False	True	True	True	562;9606;10116	True
PXD051143	True	6	True	False	False	True	False	9606	False
PXD051261	True	86	False	False	True	True	True	1312;9606;198466	False
PXD051322	True	91	True	False	True	True	True	9606	True
PXD051348	True	0	True	False	False	True	False	7029;9606	False
PXD051405	True	99	True	False	False	True	True	9606;10116	False
PXD051493	True	155	False	False	True	True	True	3055;10116	False
PXD051557	True	12	True	False	False	True	True	9606	False
PXD051602	True	8	True	False	True	True	False	9606;10116	False
PXD051661	True	8	False	False	True	True	False	562;10116	False
PXD051693	True	14	True	False	False	True	True	9606	False
PXD051742	True	22	True	False	True	True	True	9606;10116	True
PXD051886	True	38	False	False	True	True	True	9606	False
PXD051937	True	12	True	False	False	True	True	1280;9606	False
PXD051971	True	34	False	False	True	True	True	4932;10116	False
PXD052022	True	132	True	False	True	True	True	9606;10116	True
PXD052032	True	3	False	False	False	True	False	9606	False
PXD052174	True	120	True	False	False	True	True	9606	False
PXD052310	True	48	True	False	False	False	True	1773;36809	False
PXD052480	True	139	True	False	True	True	True	9606;10116	True
PXD052552	True	20	False	False	True	True	True	9913;10116	False
PXD052584	True	12	False	False	True	True	True	10116;2697049	False
PXD052623	True	24	True	False	False	True	True	9606;10116	False
PXD052624	True	21	False	False	False	True	True	9606	False
PXD052637	True	8	True	False	False	True	False	9606	False
PXD052687	True	7	True	False	False	True	False	9606	False
PXD052694	True	6	True	False	False	True	False	10090;10116	False
PXD052745	True	57	True	False	False	True	True	9606	False
PXD052746	True	141	True	False	False	True	True	9606;10116	False
PXD052801	True	0	True	False	False	True	False	9606	False
PXD052817	True	6	True	False	True	True	False	9606	False
PXD052821	True	20	False	False	True	True	True	9606	False
PXD052825	True	9	True	False	False	True	False	9606	False
PXD052832	True	425	False	False	True	True	True	9606	False
PXD052867	True	0	True	False	False	True	False	9606	False
PXD052917	True	141	True	False	False	True	True	9606;10116	False
PXD052923	True	1	False	False	True	True	False	5691;10116	False
PXD052926	True	24	True	False	False	False	True	9615	False
PXD052930	True	48	True	False	False	True	True	9606	False
PXD053010	True	19	False	False	True	True	True	9606	False
PXD053341	True	18	False	False	True	True	True	9606	False
PXD053452	True	10	False	False	False	False	False	383379	False
PXD053481	True	5	False	False	True	True	False	562;10116	False
PXD053489	True	11	True	False	False	True	True	9606	False
PXD053494	True	141	False	False	False	True	True	9606	False
PXD053500	True	144	False	False	True	True	True	9606;10116	False
PXD053509	True	0	True	False	False	True	False	9606	False
PXD053578	True	45	True	False	False	True	True	9606	False
PXD053607	True	1	False	False	True	True	False	9606;10090;10116	False
PXD053621	True	24	False	False	False	True	True	4932	False
PXD053636	True	9	False	False	True	True	False	4932	False
PXD053760	True	0	True	False	False	False	False	5691	False
PXD053814	True	223	False	False	False	True	True	9606	False
PXD053832	True	14	True	False	False	True	True	9606	False
PXD053924	True	7	True	False	False	True	False	9606	False
PXD053984	True	21	False	False	True	True	True	562;9606	False
PXD053999	True	16	False	False	True	True	True	9606	False
PXD054002	True	12	True	False	False	True	True	3702	False
PXD054003	True	30	True	False	False	True	True	9606	False
PXD054140	True	2	False	False	True	True	False	9606	False
PXD054141	True	6	False	False	True	True	False	9606	False
PXD054249	True	5	True	False	True	True	False	9606	False
PXD054381	True	8	False	False	False	True	False	3702;4932	False
PXD054489	True	126	True	False	False	True	True	3702	False
PXD054551	True	46	True	False	True	True	True	9606;10116	True
PXD054616	True	6	True	False	False	True	False	9606	False
PXD054720	True	3	False	False	True	False	False	562;83333	False
PXD054728	True	62	False	False	True	True	True	9606;10116	False
PXD054757	True	52	False	False	True	True	True	9606	False
PXD054857	True	6	True	False	False	True	False	9606	False
PXD054875	True	122	False	False	False	True	True	9606;10090;10116	False
PXD054939	True	24	True	False	False	True	True	10090;10116	False
PXD054973	True	12	False	False	True	True	True	9606;10116	False
PXD055077	True	2	False	False	True	True	False	9986;10116	False
PXD055085	True	28	False	False	True	True	True	9606;10116;2665958	False
PXD055086	True	1	False	False	False	True	False	9606	False
PXD055147	True	24	False	False	True	True	True	10116;1264690	False
PXD055169	True	301	True	False	False	True	True	9606	False
PXD055235	True	0	False	False	False	True	False	9606	False
PXD055284	True	72	False	False	True	True	True	9606;9913;10116	False
PXD055305	True	45	False	False	False	True	True	9606	False
PXD055356	True	1	False	False	True	True	False	9606;10116	False
PXD055488	True	46	False	False	True	True	True	6239;10116	False
PXD055512	True	6	True	False	False	True	False	562;1314;6239;10116	False
PXD055649	True	24	True	False	True	True	True	9606	True
PXD055703	True	30	False	False	True	True	True	4932	False
PXD055708	True	8	False	False	False	True	False	9606	False
PXD055722	True	16	False	False	False	True	True	9606	False
PXD055749	True	0	True	False	False	False	False	212142	False
PXD055759	True	0	True	False	False	True	False	9606	False
PXD055775	True	30	True	False	False	True	True	9606	False
PXD055778	True	0	True	False	False	False	False	212142	False
PXD055874	True	0	False	False	False	True	False	10090	False
PXD055877	True	0	True	False	False	True	False	9606	False
PXD055943	True	10	False	False	True	True	False	9606;10090	False
PXD056299	True	24	True	False	False	True	True	9606	False
PXD056360	True	132	False	False	True	True	True	9606	False
PXD056652	True	5	False	False	True	True	False	562;9606;10116	False
PXD056787	True	24	True	False	False	True	True	9606;10116	False
PXD056825	True	0	False	False	False	True	False	4932	False
PXD056910	True	3	False	False	True	False	False	562	False
PXD056942	True	29	False	False	False	True	True	9606;1042417	False
PXD056954	True	6	True	False	False	True	False	9606	False
PXD056971	True	8	True	False	False	True	False	9615;10116	False
PXD057009	True	6	True	False	False	True	False	10090;10116	False
PXD057110	True	0	True	False	False	True	False	9606	False
PXD057245	True	48	True	False	False	True	True	4932	False
PXD057404	True	0	True	False	False	True	False	9606	False
PXD057492	True	72	True	False	False	True	True	9606	False
PXD057705	True	82	False	False	True	True	True	9606;10358	False
PXD058056	True	6	True	False	True	True	False	9606;10116	False
PXD058168	True	12	True	False	True	False	True	4896	False
PXD058191	True	112	True	False	True	True	True	9606	True
PXD058327	True	48	True	False	False	True	True	10090;10116	False
PXD058694	True	12	False	False	True	True	True	9606	False
PXD058706	True	2	True	False	False	True	False	9606	False
PXD058941	True	4	False	False	True	True	False	8355;10116	False
PXD059010	True	24	False	False	False	True	True	6239;10116	False
PXD059118	True	336	True	False	True	True	True	562;9606	True
PXD059125	True	6	True	False	False	True	False	9606	False
PXD059137	True	0	True	False	False	True	False	9606	False
PXD059180	True	0	True	False	False	True	False	9606	False
PXD059211	True	24	False	False	True	True	True	9606	False
PXD059356	True	6	False	False	True	True	False	9606;10116	False
PXD059369	True	6	False	False	True	True	False	4513;9606;10116	False
PXD059495	True	6	False	False	True	True	False	9606	False
PXD059547	True	30	False	False	True	True	True	9606	False
PXD059552	True	30	False	False	False	True	True	9606	False
PXD059554	True	2	True	False	False	False	False	5691	False
PXD059558	True	14	False	False	False	False	True	5833	False
PXD059579	True	3	True	False	False	True	False	5811;9606	False
PXD059635	True	0	True	False	False	False	False	5691	False
PXD059716	True	16	True	False	False	True	True	9606	False
PXD059766	True	0	True	False	False	True	False	9606	False
PXD059888	True	28	False	False	True	True	True	9606;10116	False
PXD059960	True	2	False	False	True	True	False	9606;10116	False
PXD059974	True	38	False	False	True	True	True	9606	False
PXD060078	True	36	False	False	True	True	True	3055;10116	False
PXD060106	True	60	True	False	False	True	True	9606	False
PXD060111	True	6	False	False	False	True	False	9606;10090	False
PXD060112	True	6	False	False	False	True	False	9606;10090	False
PXD060134	True	141	False	False	False	True	True	9606;10116	False
PXD060138	True	24	False	False	False	True	True	10090;10116	False
PXD060322	True	0	False	False	False	True	False	9606;9796;9913	False
PXD060469	True	48	False	False	True	True	True	9606;10116	False
PXD060638	True	0	True	False	False	True	False	10090	False
PXD060724	True	6	False	False	True	True	False	9606;9986;10116	False
PXD060781	True	6	True	False	False	True	False	3702;10116	False
PXD060825	True	18	True	False	True	True	True	9606;10116;10359	True
PXD061125	True	18	False	False	True	True	True	4932	False
PXD061173	True	88	True	False	True	True	True	9606	True
PXD061317	True	0	True	False	False	True	False	10090	False
PXD061540	True	0	True	False	False	True	False	9606	False
PXD061541	True	0	True	False	False	True	False	9606	False
PXD061560	True	0	True	False	False	True	False	9606	False
PXD061563	True	0	True	False	False	True	False	9606	False
PXD061564	True	0	True	False	False	True	False	9606	False
PXD061566	True	0	True	False	False	True	False	9606	False
PXD061667	True	52	False	False	True	True	True	9606;10116	False
PXD061687	True	16	True	False	False	True	True	9606	False
PXD061691	True	32	True	False	False	True	True	9606	False
PXD061693	True	9	True	False	False	True	False	9606;10116	False
PXD061712	True	37	True	False	False	True	True	9606	False
PXD061752	True	9	True	False	False	True	False	5147;10116	False
PXD061911	True	6	True	False	False	True	False	9606	False
PXD062002	True	1	False	False	True	True	False	4932;10116	False
PXD062101	True	0	True	False	False	True	False	9606	False
PXD062203	True	0	True	False	False	True	False	9606	False
PXD062293	True	0	True	False	False	False	False	1148	False
PXD062479	True	37	True	False	True	True	True	5811;10116;1209525	True
PXD062557	True	42	True	False	False	True	True	6239;10116	False
PXD062600	True	32	True	False	False	True	True	4932	False
PXD062688	True	18	False	False	False	True	True	9606	False
PXD062741	True	40	True	False	False	True	True	10090;10116	False
PXD062870	True	8	True	False	False	True	False	9606	False
PXD062890	True	24	True	False	False	True	True	9606	False
PXD063033	True	14	False	False	True	True	True	562;9606;9913;10116	False
PXD063145	True	49	True	False	True	True	True	9606;10116	True
PXD063191	True	21	True	False	True	True	True	9606	True
PXD063192	True	12	True	False	False	True	True	9606	False
PXD063709	True	1	False	False	True	True	False	9606;10116	False
PXD063736	True	8	False	False	True	True	False	562;10116	False
PXD063786	True	14	False	False	True	True	True	9606;10116	False
PXD063825	True	43	False	False	True	True	True	10090;10116	False
PXD063839	True	18	True	False	False	True	True	562;1423;3702;4932;9606	False
PXD063858	True	12	False	False	True	True	True	9606	False
PXD063968	True	1	True	False	False	True	False	9606;10116	False
PXD064535	True	16	False	False	True	True	True	10116;11292;11294	False
PXD064557	True	0	False	False	False	True	False	9606	False
PXD064792	True	16	True	False	True	True	True	10090;10116	True
PXD064795	True	0	False	False	False	True	False	9606	False
PXD064931	True	5	False	False	True	True	False	9606	False
PXD064932	True	5	True	False	True	True	False	9606;10116	False
PXD065410	True	0	False	False	False	True	False	10090	False
PXD065739	True	0	False	False	False	True	False	9606	False
PXD065858	True	18	False	False	True	True	True	9606	False
PXD065859	True	9	False	False	False	True	False	9606	False
PXD065869	True	45	False	False	True	True	True	9606	False
PXD065870	True	11	True	False	True	True	True	9606	True
PXD065871	True	18	True	False	True	True	True	9606	True
PXD065905	True	88	True	False	True	True	True	1423;9606	True
PXD065912	True	18	False	False	True	True	True	9606	False
PXD065946	True	18	False	False	True	True	True	9606	False
PXD065949	True	9	False	False	True	True	False	9606	False
PXD065956	True	8	False	False	True	True	False	9606	False
PXD065958	True	13	False	False	True	False	True	562	False
PXD065961	True	13	True	False	True	True	True	562;9606	True
PXD066067	True	0	False	False	False	True	False	10090	False
PXD066251	True	3	True	False	False	True	False	9606	False
PXD066655	True	12	True	False	False	True	True	9606	False
PXD066874	True	16	True	False	False	True	True	9606	False
PXD067296	True	0	True	False	False	True	False	9606	False
PXD067324	True	2	False	False	True	True	False	9606	False
PXD067352	True	6	True	False	False	True	False	3702	False
PXD067354	True	6	True	False	False	True	False	3702	False
PXD068129	True	44	False	False	False	True	True	9606	False
