pxd	pid	log_file	status_file	command
PXD014523	3141575	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014523.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014523.exit	python src/main.py --pxd PXD014523 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014584	3141675	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014584.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014584.exit	python src/main.py --pxd PXD014584 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014642	3141686	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014642.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014642.exit	python src/main.py --pxd PXD014642 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014661	3141852	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014661.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014661.exit	python src/main.py --pxd PXD014661 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014673	3141875	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014673.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014673.exit	python src/main.py --pxd PXD014673 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014675	3141949	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014675.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014675.exit	python src/main.py --pxd PXD014675 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014738	3142045	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014738.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014738.exit	python src/main.py --pxd PXD014738 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014759	3142123	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014759.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014759.exit	python src/main.py --pxd PXD014759 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014898	3142302	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014898.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014898.exit	python src/main.py --pxd PXD014898 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD014957	3142333	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD014957.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD014957.exit	python src/main.py --pxd PXD014957 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015037	3142434	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015037.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015037.exit	python src/main.py --pxd PXD015037 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015044	3142472	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015044.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015044.exit	python src/main.py --pxd PXD015044 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015080	3142482	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015080.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015080.exit	python src/main.py --pxd PXD015080 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015160	3142685	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015160.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015160.exit	python src/main.py --pxd PXD015160 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015161	3142796	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015161.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015161.exit	python src/main.py --pxd PXD015161 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015162	3143004	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015162.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015162.exit	python src/main.py --pxd PXD015162 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015285	3143047	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015285.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015285.exit	python src/main.py --pxd PXD015285 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015366	3143057	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015366.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015366.exit	python src/main.py --pxd PXD015366 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015394	3143097	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015394.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015394.exit	python src/main.py --pxd PXD015394 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015435	3143107	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015435.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015435.exit	python src/main.py --pxd PXD015435 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015479	3143325	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015479.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015479.exit	python src/main.py --pxd PXD015479 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015507	3143391	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015507.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015507.exit	python src/main.py --pxd PXD015507 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015549	3143688	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015549.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015549.exit	python src/main.py --pxd PXD015549 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015658	3143744	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015658.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015658.exit	python src/main.py --pxd PXD015658 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015682	3143754	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015682.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015682.exit	python src/main.py --pxd PXD015682 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015725	3143783	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015725.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015725.exit	python src/main.py --pxd PXD015725 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015751	3143793	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015751.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015751.exit	python src/main.py --pxd PXD015751 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015779	3144214	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015779.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015779.exit	python src/main.py --pxd PXD015779 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015793	3144224	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015793.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015793.exit	python src/main.py --pxd PXD015793 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015863	3144255	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015863.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015863.exit	python src/main.py --pxd PXD015863 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015883	3144381	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015883.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015883.exit	python src/main.py --pxd PXD015883 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015890	3144486	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015890.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015890.exit	python src/main.py --pxd PXD015890 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015941	3144646	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015941.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015941.exit	python src/main.py --pxd PXD015941 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015974	3144804	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015974.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015974.exit	python src/main.py --pxd PXD015974 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015985	3144814	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015985.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015985.exit	python src/main.py --pxd PXD015985 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD015989	3144844	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD015989.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD015989.exit	python src/main.py --pxd PXD015989 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016196	3144878	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016196.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016196.exit	python src/main.py --pxd PXD016196 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016221	3144958	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016221.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016221.exit	python src/main.py --pxd PXD016221 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016224	3144968	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016224.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016224.exit	python src/main.py --pxd PXD016224 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016355	3145096	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016355.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016355.exit	python src/main.py --pxd PXD016355 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016554	3145319	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016554.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016554.exit	python src/main.py --pxd PXD016554 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016639	3145383	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016639.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016639.exit	python src/main.py --pxd PXD016639 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016963	3145471	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016963.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016963.exit	python src/main.py --pxd PXD016963 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016988	3145581	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016988.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016988.exit	python src/main.py --pxd PXD016988 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD016993	3145611	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD016993.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD016993.exit	python src/main.py --pxd PXD016993 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017020	3145717	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017020.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017020.exit	python src/main.py --pxd PXD017020 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017066	3146031	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017066.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017066.exit	python src/main.py --pxd PXD017066 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017085	3146041	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017085.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017085.exit	python src/main.py --pxd PXD017085 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017128	3146073	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017128.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017128.exit	python src/main.py --pxd PXD017128 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017238	3146156	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017238.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017238.exit	python src/main.py --pxd PXD017238 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017241	3146294	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017241.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017241.exit	python src/main.py --pxd PXD017241 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017244	3146375	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017244.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017244.exit	python src/main.py --pxd PXD017244 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017299	3146385	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017299.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017299.exit	python src/main.py --pxd PXD017299 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017344	3146428	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017344.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017344.exit	python src/main.py --pxd PXD017344 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017378	3146438	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017378.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017378.exit	python src/main.py --pxd PXD017378 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017379	3146448	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017379.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017379.exit	python src/main.py --pxd PXD017379 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017531	3146559	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017531.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017531.exit	python src/main.py --pxd PXD017531 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017584	3146661	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017584.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017584.exit	python src/main.py --pxd PXD017584 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017620	3146818	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017620.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017620.exit	python src/main.py --pxd PXD017620 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017868	3146936	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017868.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017868.exit	python src/main.py --pxd PXD017868 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017873	3147003	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017873.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017873.exit	python src/main.py --pxd PXD017873 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017931	3147013	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017931.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017931.exit	python src/main.py --pxd PXD017931 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017933	3147053	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017933.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017933.exit	python src/main.py --pxd PXD017933 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017937	3147080	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017937.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017937.exit	python src/main.py --pxd PXD017937 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017951	3147161	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017951.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017951.exit	python src/main.py --pxd PXD017951 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD017996	3147400	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD017996.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD017996.exit	python src/main.py --pxd PXD017996 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018040	3147562	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018040.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018040.exit	python src/main.py --pxd PXD018040 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018106	3147637	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018106.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018106.exit	python src/main.py --pxd PXD018106 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018189	3147647	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018189.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018189.exit	python src/main.py --pxd PXD018189 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018219	3147730	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018219.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018219.exit	python src/main.py --pxd PXD018219 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018232	3147741	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018232.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018232.exit	python src/main.py --pxd PXD018232 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018265	3147826	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018265.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018265.exit	python src/main.py --pxd PXD018265 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018291	3148003	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018291.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018291.exit	python src/main.py --pxd PXD018291 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018310	3148178	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018310.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018310.exit	python src/main.py --pxd PXD018310 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018383	3148208	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018383.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018383.exit	python src/main.py --pxd PXD018383 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018580	3148218	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018580.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018580.exit	python src/main.py --pxd PXD018580 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018608	3148228	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018608.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018608.exit	python src/main.py --pxd PXD018608 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018687	3148261	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018687.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018687.exit	python src/main.py --pxd PXD018687 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018771	3148364	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018771.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018771.exit	python src/main.py --pxd PXD018771 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018786	3148399	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018786.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018786.exit	python src/main.py --pxd PXD018786 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD018935	3148465	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD018935.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD018935.exit	python src/main.py --pxd PXD018935 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019017	3148490	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019017.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019017.exit	python src/main.py --pxd PXD019017 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019043	3148633	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019043.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019043.exit	python src/main.py --pxd PXD019043 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019048	3148711	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019048.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019048.exit	python src/main.py --pxd PXD019048 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019101	3148757	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019101.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019101.exit	python src/main.py --pxd PXD019101 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019215	3149063	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019215.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019215.exit	python src/main.py --pxd PXD019215 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019251	3149073	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019251.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019251.exit	python src/main.py --pxd PXD019251 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019274	3149140	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019274.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019274.exit	python src/main.py --pxd PXD019274 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019338	3149322	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019338.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019338.exit	python src/main.py --pxd PXD019338 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019428	3149358	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019428.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019428.exit	python src/main.py --pxd PXD019428 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019484	3149511	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019484.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019484.exit	python src/main.py --pxd PXD019484 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019507	3149731	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019507.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019507.exit	python src/main.py --pxd PXD019507 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019508	3149741	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019508.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019508.exit	python src/main.py --pxd PXD019508 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019530	3149792	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019530.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019530.exit	python src/main.py --pxd PXD019530 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019599	3149829	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019599.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019599.exit	python src/main.py --pxd PXD019599 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019713	3149856	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019713.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019713.exit	python src/main.py --pxd PXD019713 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019724	3149878	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019724.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019724.exit	python src/main.py --pxd PXD019724 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019751	3149963	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019751.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019751.exit	python src/main.py --pxd PXD019751 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019771	3149995	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019771.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019771.exit	python src/main.py --pxd PXD019771 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019868	3150161	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019868.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019868.exit	python src/main.py --pxd PXD019868 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019926	3150292	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019926.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019926.exit	python src/main.py --pxd PXD019926 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD019944	3150302	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD019944.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD019944.exit	python src/main.py --pxd PXD019944 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD020014	3150397	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD020014.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD020014.exit	python src/main.py --pxd PXD020014 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD020084	3150448	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD020084.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD020084.exit	python src/main.py --pxd PXD020084 --config configs/config.yaml --no-download --nproc 1 --verbose
PXD020119	3150478	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/run/PXD020119.log	/home/ians/git_repos/xHAMLET/logs/stage5_sdrf/status/PXD020119.exit	python src/main.py --pxd PXD020119 --config configs/config.yaml --no-download --nproc 1 --verbose
